experiment_id,lambda_joint_soft_group,decoder_name,cohort,matrix_type,true_label,pred_label,count,row_sum,row_percent
grandBatch128,joint_ce_on,decoder_temp_threshold_composite,internal,stage,2,0,115,2224,0.05170863309352518
grandBatch128,joint_ce_on,decoder_temp_threshold_composite,internal,stage,2,1,935,2224,0.4204136690647482
grandBatch128,joint_ce_on,decoder_temp_threshold_composite,internal,stage,2,2,1174,2224,0.5278776978417267
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,handan,stage,0,0,373,419,0.8902147971360382
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,handan,stage,0,1,0,419,0.0
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,handan,stage,0,2,46,419,0.10978520286396182
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,handan,stage,1,0,3,3,1.0
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,handan,stage,1,1,0,3,0.0
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,handan,stage,1,2,0,3,0.0
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,handan,stage,2,0,54,84,0.6428571428571429
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,handan,stage,2,1,0,84,0.0
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,handan,stage,2,2,30,84,0.35714285714285715
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,handan_have_bmi,stage,0,0,325,368,0.8831521739130435
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,handan_have_bmi,stage,0,1,0,368,0.0
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,handan_have_bmi,stage,0,2,43,368,0.11684782608695653
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,handan_have_bmi,stage,1,0,3,3,1.0
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,handan_have_bmi,stage,1,1,0,3,0.0
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,handan_have_bmi,stage,1,2,0,3,0.0
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,handan_have_bmi,stage,2,0,46,75,0.6133333333333333
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,handan_have_bmi,stage,2,1,0,75,0.0
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,handan_have_bmi,stage,2,2,29,75,0.38666666666666666
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hebei,stage,0,0,154,154,1.0
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hebei,stage,0,1,0,154,0.0
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hebei,stage,0,2,0,154,0.0
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hebei,stage,1,0,11,12,0.9166666666666666
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hebei,stage,1,1,0,12,0.0
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hebei,stage,1,2,1,12,0.08333333333333333
