experiment_id,lambda_joint_soft_group,decoder_name,cohort,metric_name,metric_value
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,hfirstALL_have_bmi,AUROC_grade_ge2,0.6403567447045708
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,internal,AUROC_grade_ge2,0.6773032484217333
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_threshold_composite,handan,AUROC_grade_ge2,0.7041244822825588
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_threshold_composite,handan_have_bmi,AUROC_grade_ge2,0.711447353924125
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_threshold_composite,hebei,AUROC_grade_ge2,0.9530132788559754
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_threshold_composite,hfirstALL,AUROC_grade_ge2,0.6338694418164617
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_threshold_composite,hfirstALL_have_bmi,AUROC_grade_ge2,0.6403567447045708
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_threshold_composite,internal,AUROC_grade_ge2,0.6773032484217333
grandBatch128,joint_ce_on,decoder_non_qwk,handan,AUROC_grade_ge3,0.5958037825059102
grandBatch128,joint_ce_on,decoder_non_qwk,handan_have_bmi,AUROC_grade_ge3,0.6057520404197435
grandBatch128,joint_ce_on,decoder_non_qwk,hebei,AUROC_grade_ge3,0.9487179487179487
grandBatch128,joint_ce_on,decoder_non_qwk,hfirstALL,AUROC_grade_ge3,0.5721804511278195
grandBatch128,joint_ce_on,decoder_non_qwk,hfirstALL_have_bmi,AUROC_grade_ge3,0.590118577075099
grandBatch128,joint_ce_on,decoder_non_qwk,internal,AUROC_grade_ge3,0.6916195929439508
grandBatch128,joint_ce_on,decoder_temp_ev_macro_f1,handan,AUROC_grade_ge3,0.5958037825059102
grandBatch128,joint_ce_on,decoder_temp_ev_macro_f1,handan_have_bmi,AUROC_grade_ge3,0.6057520404197435
grandBatch128,joint_ce_on,decoder_temp_ev_macro_f1,hebei,AUROC_grade_ge3,0.9487179487179487
grandBatch128,joint_ce_on,decoder_temp_ev_macro_f1,hfirstALL,AUROC_grade_ge3,0.5721804511278195
grandBatch128,joint_ce_on,decoder_temp_ev_macro_f1,hfirstALL_have_bmi,AUROC_grade_ge3,0.590118577075099
grandBatch128,joint_ce_on,decoder_temp_ev_macro_f1,internal,AUROC_grade_ge3,0.6916195929439508
grandBatch128,joint_ce_on,decoder_temp_threshold_composite,handan,AUROC_grade_ge3,0.5958037825059102
grandBatch128,joint_ce_on,decoder_temp_threshold_composite,handan_have_bmi,AUROC_grade_ge3,0.6057520404197435
grandBatch128,joint_ce_on,decoder_temp_threshold_composite,hebei,AUROC_grade_ge3,0.9487179487179487
grandBatch128,joint_ce_on,decoder_temp_threshold_composite,hfirstALL,AUROC_grade_ge3,0.5721804511278195
grandBatch128,joint_ce_on,decoder_temp_threshold_composite,hfirstALL_have_bmi,AUROC_grade_ge3,0.590118577075099
grandBatch128,joint_ce_on,decoder_temp_threshold_composite,internal,AUROC_grade_ge3,0.6916195929439508
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,handan,AUROC_grade_ge3,0.6149527186761229
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,handan_have_bmi,AUROC_grade_ge3,0.6237077341624563
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hebei,AUROC_grade_ge3,0.9600000000000001
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hfirstALL,AUROC_grade_ge3,0.5928153717627401
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hfirstALL_have_bmi,AUROC_grade_ge3,0.607509881422925
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,internal,AUROC_grade_ge3,0.6825033137845731
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,handan,AUROC_grade_ge3,0.6149527186761229
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,handan_have_bmi,AUROC_grade_ge3,0.6237077341624563
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,hebei,AUROC_grade_ge3,0.9600000000000001
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,hfirstALL,AUROC_grade_ge3,0.5928153717627401
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,hfirstALL_have_bmi,AUROC_grade_ge3,0.607509881422925
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,internal,AUROC_grade_ge3,0.6825033137845731
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_threshold_composite,handan,AUROC_grade_ge3,0.6149527186761229
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_threshold_composite,handan_have_bmi,AUROC_grade_ge3,0.6237077341624563
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_threshold_composite,hebei,AUROC_grade_ge3,0.9600000000000001
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_threshold_composite,hfirstALL,AUROC_grade_ge3,0.5928153717627401
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_threshold_composite,hfirstALL_have_bmi,AUROC_grade_ge3,0.607509881422925
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_threshold_composite,internal,AUROC_grade_ge3,0.6825033137845731
grandBatch128,joint_ce_on,decoder_non_qwk,handan,AUROC_stage_any_htn,0.7095163635366089
grandBatch128,joint_ce_on,decoder_non_qwk,handan_have_bmi,AUROC_stage_any_htn,0.7178442028985508
grandBatch128,joint_ce_on,decoder_non_qwk,hebei,AUROC_stage_any_htn,0.9737436476566911
grandBatch128,joint_ce_on,decoder_non_qwk,hfirstALL,AUROC_stage_any_htn,0.6200692041522491
grandBatch128,joint_ce_on,decoder_non_qwk,hfirstALL_have_bmi,AUROC_stage_any_htn,0.6254773595199127
grandBatch128,joint_ce_on,decoder_non_qwk,internal,AUROC_stage_any_htn,0.8029058945483407
grandBatch128,joint_ce_on,decoder_temp_ev_macro_f1,handan,AUROC_stage_any_htn,0.7095163635366089
grandBatch128,joint_ce_on,decoder_temp_ev_macro_f1,handan_have_bmi,AUROC_stage_any_htn,0.7178442028985508
grandBatch128,joint_ce_on,decoder_temp_ev_macro_f1,hebei,AUROC_stage_any_htn,0.9737436476566911
grandBatch128,joint_ce_on,decoder_temp_ev_macro_f1,hfirstALL,AUROC_stage_any_htn,0.6200692041522491
grandBatch128,joint_ce_on,decoder_temp_ev_macro_f1,hfirstALL_have_bmi,AUROC_stage_any_htn,0.6254773595199127
grandBatch128,joint_ce_on,decoder_temp_ev_macro_f1,internal,AUROC_stage_any_htn,0.8029058945483407
grandBatch128,joint_ce_on,decoder_temp_threshold_composite,handan,AUROC_stage_any_htn,0.7095163635366089
grandBatch128,joint_ce_on,decoder_temp_threshold_composite,handan_have_bmi,AUROC_stage_any_htn,0.7178442028985508
grandBatch128,joint_ce_on,decoder_temp_threshold_composite,hebei,AUROC_stage_any_htn,0.9737436476566911
grandBatch128,joint_ce_on,decoder_temp_threshold_composite,hfirstALL,AUROC_stage_any_htn,0.6200692041522491
grandBatch128,joint_ce_on,decoder_temp_threshold_composite,hfirstALL_have_bmi,AUROC_stage_any_htn,0.6254773595199127
grandBatch128,joint_ce_on,decoder_temp_threshold_composite,internal,AUROC_stage_any_htn,0.8029058945483407
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,handan,AUROC_stage_any_htn,0.7134666556936329
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,handan_have_bmi,AUROC_stage_any_htn,0.7192028985507246
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hebei,AUROC_stage_any_htn,0.969932241671372
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hfirstALL,AUROC_stage_any_htn,0.6239907727797
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hfirstALL_have_bmi,AUROC_stage_any_htn,0.6276595744680851
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,internal,AUROC_stage_any_htn,0.7995465188863373
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,handan,AUROC_stage_any_htn,0.7134666556936329
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,handan_have_bmi,AUROC_stage_any_htn,0.7192028985507246
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,hebei,AUROC_stage_any_htn,0.969932241671372
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,hfirstALL,AUROC_stage_any_htn,0.6239907727797
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,hfirstALL_have_bmi,AUROC_stage_any_htn,0.6276595744680851
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,internal,AUROC_stage_any_htn,0.7995465188863373
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_threshold_composite,handan,AUROC_stage_any_htn,0.7134666556936329
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_threshold_composite,handan_have_bmi,AUROC_stage_any_htn,0.7192028985507246
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_threshold_composite,hebei,AUROC_stage_any_htn,0.969932241671372
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_threshold_composite,hfirstALL,AUROC_stage_any_htn,0.6239907727797
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_threshold_composite,hfirstALL_have_bmi,AUROC_stage_any_htn,0.6276595744680851
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_threshold_composite,internal,AUROC_stage_any_htn,0.7995465188863373
grandBatch128,joint_ce_on,decoder_non_qwk,handan,AUROC_stage_ge1,0.7095163635366089
grandBatch128,joint_ce_on,decoder_non_qwk,handan_have_bmi,AUROC_stage_ge1,0.7178442028985508
grandBatch128,joint_ce_on,decoder_non_qwk,hebei,AUROC_stage_ge1,0.9737436476566911
grandBatch128,joint_ce_on,decoder_non_qwk,hfirstALL,AUROC_stage_ge1,0.6200692041522491
grandBatch128,joint_ce_on,decoder_non_qwk,hfirstALL_have_bmi,AUROC_stage_ge1,0.6254773595199127
grandBatch128,joint_ce_on,decoder_non_qwk,internal,AUROC_stage_ge1,0.8029058945483407
grandBatch128,joint_ce_on,decoder_temp_ev_macro_f1,handan,AUROC_stage_ge1,0.7095163635366089
grandBatch128,joint_ce_on,decoder_temp_ev_macro_f1,handan_have_bmi,AUROC_stage_ge1,0.7178442028985508
grandBatch128,joint_ce_on,decoder_temp_ev_macro_f1,hebei,AUROC_stage_ge1,0.9737436476566911
grandBatch128,joint_ce_on,decoder_temp_ev_macro_f1,hfirstALL,AUROC_stage_ge1,0.6200692041522491
grandBatch128,joint_ce_on,decoder_temp_ev_macro_f1,hfirstALL_have_bmi,AUROC_stage_ge1,0.6254773595199127
grandBatch128,joint_ce_on,decoder_temp_ev_macro_f1,internal,AUROC_stage_ge1,0.8029058945483407
grandBatch128,joint_ce_on,decoder_temp_threshold_composite,handan,AUROC_stage_ge1,0.7095163635366089
grandBatch128,joint_ce_on,decoder_temp_threshold_composite,handan_have_bmi,AUROC_stage_ge1,0.7178442028985508
grandBatch128,joint_ce_on,decoder_temp_threshold_composite,hebei,AUROC_stage_ge1,0.9737436476566911
grandBatch128,joint_ce_on,decoder_temp_threshold_composite,hfirstALL,AUROC_stage_ge1,0.6200692041522491
grandBatch128,joint_ce_on,decoder_temp_threshold_composite,hfirstALL_have_bmi,AUROC_stage_ge1,0.6254773595199127
grandBatch128,joint_ce_on,decoder_temp_threshold_composite,internal,AUROC_stage_ge1,0.8029058945483407
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,handan,AUROC_stage_ge1,0.7134666556936329
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,handan_have_bmi,AUROC_stage_ge1,0.7192028985507246
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hebei,AUROC_stage_ge1,0.969932241671372
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hfirstALL,AUROC_stage_ge1,0.6239907727797
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hfirstALL_have_bmi,AUROC_stage_ge1,0.6276595744680851
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,internal,AUROC_stage_ge1,0.7995465188863373
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,handan,AUROC_stage_ge1,0.7134666556936329
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,handan_have_bmi,AUROC_stage_ge1,0.7192028985507246
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,hebei,AUROC_stage_ge1,0.969932241671372
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,hfirstALL,AUROC_stage_ge1,0.6239907727797
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,hfirstALL_have_bmi,AUROC_stage_ge1,0.6276595744680851
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,internal,AUROC_stage_ge1,0.7995465188863373
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_threshold_composite,handan,AUROC_stage_ge1,0.7134666556936329
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_threshold_composite,handan_have_bmi,AUROC_stage_ge1,0.7192028985507246
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_threshold_composite,hebei,AUROC_stage_ge1,0.969932241671372
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_threshold_composite,hfirstALL,AUROC_stage_ge1,0.6239907727797
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_threshold_composite,hfirstALL_have_bmi,AUROC_stage_ge1,0.6276595744680851
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_threshold_composite,internal,AUROC_stage_ge1,0.7995465188863373
grandBatch128,joint_ce_on,decoder_non_qwk,handan,AUROC_stage_ge2,0.7153012863913338
grandBatch128,joint_ce_on,decoder_non_qwk,handan_have_bmi,AUROC_stage_ge2,0.7249236298292902
grandBatch128,joint_ce_on,decoder_non_qwk,hebei,AUROC_stage_ge2,0.9649184975194898
grandBatch128,joint_ce_on,decoder_non_qwk,hfirstALL,AUROC_stage_ge2,0.6747417840375588
grandBatch128,joint_ce_on,decoder_non_qwk,hfirstALL_have_bmi,AUROC_stage_ge2,0.6929765886287627
grandBatch128,joint_ce_on,decoder_non_qwk,internal,AUROC_stage_ge2,0.8034982394289758
grandBatch128,joint_ce_on,decoder_temp_ev_macro_f1,handan,AUROC_stage_ge2,0.7153012863913338
grandBatch128,joint_ce_on,decoder_temp_ev_macro_f1,handan_have_bmi,AUROC_stage_ge2,0.7249236298292902
grandBatch128,joint_ce_on,decoder_temp_ev_macro_f1,hebei,AUROC_stage_ge2,0.9649184975194898
grandBatch128,joint_ce_on,decoder_temp_ev_macro_f1,hfirstALL,AUROC_stage_ge2,0.6747417840375588
grandBatch128,joint_ce_on,decoder_temp_ev_macro_f1,hfirstALL_have_bmi,AUROC_stage_ge2,0.6929765886287627
grandBatch128,joint_ce_on,decoder_temp_ev_macro_f1,internal,AUROC_stage_ge2,0.8034982394289758
grandBatch128,joint_ce_on,decoder_temp_threshold_composite,handan,AUROC_stage_ge2,0.7153012863913338
grandBatch128,joint_ce_on,decoder_temp_threshold_composite,handan_have_bmi,AUROC_stage_ge2,0.7249236298292902
grandBatch128,joint_ce_on,decoder_temp_threshold_composite,hebei,AUROC_stage_ge2,0.9649184975194898
grandBatch128,joint_ce_on,decoder_temp_threshold_composite,hfirstALL,AUROC_stage_ge2,0.6747417840375588
grandBatch128,joint_ce_on,decoder_temp_threshold_composite,hfirstALL_have_bmi,AUROC_stage_ge2,0.6929765886287627
grandBatch128,joint_ce_on,decoder_temp_threshold_composite,internal,AUROC_stage_ge2,0.8034982394289758
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,handan,AUROC_stage_ge2,0.7233694425637553
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,handan_have_bmi,AUROC_stage_ge2,0.7302425876010782
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hebei,AUROC_stage_ge2,0.9590715804394047
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hfirstALL,AUROC_stage_ge2,0.6831924882629108
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hfirstALL_have_bmi,AUROC_stage_ge2,0.6974358974358974
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,internal,AUROC_stage_ge2,0.8014584409720262
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,handan,AUROC_stage_ge2,0.7233694425637553
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,handan_have_bmi,AUROC_stage_ge2,0.7302425876010782
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,hebei,AUROC_stage_ge2,0.9590715804394047
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,hfirstALL,AUROC_stage_ge2,0.6831924882629108
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,hfirstALL_have_bmi,AUROC_stage_ge2,0.6974358974358974
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,internal,AUROC_stage_ge2,0.8014584409720262
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_threshold_composite,handan,AUROC_stage_ge2,0.7233694425637553
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_threshold_composite,handan_have_bmi,AUROC_stage_ge2,0.7302425876010782
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_threshold_composite,hebei,AUROC_stage_ge2,0.9590715804394047
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_threshold_composite,hfirstALL,AUROC_stage_ge2,0.6831924882629108
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_threshold_composite,hfirstALL_have_bmi,AUROC_stage_ge2,0.6974358974358974
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_threshold_composite,internal,AUROC_stage_ge2,0.8014584409720262
grandBatch128,joint_ce_on,decoder_non_qwk,handan,ECE_grade_any_htn,0.22085073319348422
grandBatch128,joint_ce_on,decoder_non_qwk,handan_have_bmi,ECE_grade_any_htn,0.23584218864483683
grandBatch128,joint_ce_on,decoder_non_qwk,hebei,ECE_grade_any_htn,0.13856078356504442
grandBatch128,joint_ce_on,decoder_non_qwk,hfirstALL,ECE_grade_any_htn,0.3045877711805284
grandBatch128,joint_ce_on,decoder_non_qwk,hfirstALL_have_bmi,ECE_grade_any_htn,0.2859541685710399
grandBatch128,joint_ce_on,decoder_non_qwk,internal,ECE_grade_any_htn,0.07927424383667196
grandBatch128,joint_ce_on,decoder_temp_ev_macro_f1,handan,ECE_grade_any_htn,0.22085073319348422
grandBatch128,joint_ce_on,decoder_temp_ev_macro_f1,handan_have_bmi,ECE_grade_any_htn,0.23584218864483683
grandBatch128,joint_ce_on,decoder_temp_ev_macro_f1,hebei,ECE_grade_any_htn,0.13856078356504442
grandBatch128,joint_ce_on,decoder_temp_ev_macro_f1,hfirstALL,ECE_grade_any_htn,0.3045877711805284
grandBatch128,joint_ce_on,decoder_temp_ev_macro_f1,hfirstALL_have_bmi,ECE_grade_any_htn,0.2859541685710399
grandBatch128,joint_ce_on,decoder_temp_ev_macro_f1,internal,ECE_grade_any_htn,0.07927424383667196
grandBatch128,joint_ce_on,decoder_temp_threshold_composite,handan,ECE_grade_any_htn,0.22085073319348422
grandBatch128,joint_ce_on,decoder_temp_threshold_composite,handan_have_bmi,ECE_grade_any_htn,0.23584218864483683
grandBatch128,joint_ce_on,decoder_temp_threshold_composite,hebei,ECE_grade_any_htn,0.13856078356504442
grandBatch128,joint_ce_on,decoder_temp_threshold_composite,hfirstALL,ECE_grade_any_htn,0.3045877711805284
grandBatch128,joint_ce_on,decoder_temp_threshold_composite,hfirstALL_have_bmi,ECE_grade_any_htn,0.2859541685710399
grandBatch128,joint_ce_on,decoder_temp_threshold_composite,internal,ECE_grade_any_htn,0.07927424383667196
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,handan,ECE_grade_any_htn,0.18891804644712817
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,handan_have_bmi,ECE_grade_any_htn,0.19982064478600503
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hebei,ECE_grade_any_htn,0.11661399573087693
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hfirstALL,ECE_grade_any_htn,0.3298820664440344
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hfirstALL_have_bmi,ECE_grade_any_htn,0.3110109641046947
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,internal,ECE_grade_any_htn,0.0689319743688682
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,handan,ECE_grade_any_htn,0.18891804644712817
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,handan_have_bmi,ECE_grade_any_htn,0.19982064478600503
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,hebei,ECE_grade_any_htn,0.11661399573087693
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,hfirstALL,ECE_grade_any_htn,0.3298820664440344
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,hfirstALL_have_bmi,ECE_grade_any_htn,0.3110109641046947
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,internal,ECE_grade_any_htn,0.0689319743688682
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_threshold_composite,handan,ECE_grade_any_htn,0.18891804644712817
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_threshold_composite,handan_have_bmi,ECE_grade_any_htn,0.19982064478600503
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_threshold_composite,hebei,ECE_grade_any_htn,0.11661399573087693
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_threshold_composite,hfirstALL,ECE_grade_any_htn,0.3298820664440344
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_threshold_composite,hfirstALL_have_bmi,ECE_grade_any_htn,0.3110109641046947
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_threshold_composite,internal,ECE_grade_any_htn,0.0689319743688682
grandBatch128,joint_ce_on,decoder_non_qwk,handan,Brier_grade_any_htn,0.18626271812489836
grandBatch128,joint_ce_on,decoder_non_qwk,handan_have_bmi,Brier_grade_any_htn,0.19365575935628593
grandBatch128,joint_ce_on,decoder_non_qwk,hebei,Brier_grade_any_htn,0.08876259345649215
grandBatch128,joint_ce_on,decoder_non_qwk,hfirstALL,Brier_grade_any_htn,0.2742643470331911
grandBatch128,joint_ce_on,decoder_non_qwk,hfirstALL_have_bmi,Brier_grade_any_htn,0.2602668349909444
grandBatch128,joint_ce_on,decoder_non_qwk,internal,Brier_grade_any_htn,0.17209976516098188
grandBatch128,joint_ce_on,decoder_temp_ev_macro_f1,handan,Brier_grade_any_htn,0.18626271812489836
grandBatch128,joint_ce_on,decoder_temp_ev_macro_f1,handan_have_bmi,Brier_grade_any_htn,0.19365575935628593
grandBatch128,joint_ce_on,decoder_temp_ev_macro_f1,hebei,Brier_grade_any_htn,0.08876259345649215
grandBatch128,joint_ce_on,decoder_temp_ev_macro_f1,hfirstALL,Brier_grade_any_htn,0.2742643470331911
grandBatch128,joint_ce_on,decoder_temp_ev_macro_f1,hfirstALL_have_bmi,Brier_grade_any_htn,0.2602668349909444
grandBatch128,joint_ce_on,decoder_temp_ev_macro_f1,internal,Brier_grade_any_htn,0.17209976516098188
grandBatch128,joint_ce_on,decoder_temp_threshold_composite,handan,Brier_grade_any_htn,0.18626271812489836
grandBatch128,joint_ce_on,decoder_temp_threshold_composite,handan_have_bmi,Brier_grade_any_htn,0.19365575935628593
grandBatch128,joint_ce_on,decoder_temp_threshold_composite,hebei,Brier_grade_any_htn,0.08876259345649215
grandBatch128,joint_ce_on,decoder_temp_threshold_composite,hfirstALL,Brier_grade_any_htn,0.2742643470331911
grandBatch128,joint_ce_on,decoder_temp_threshold_composite,hfirstALL_have_bmi,Brier_grade_any_htn,0.2602668349909444
grandBatch128,joint_ce_on,decoder_temp_threshold_composite,internal,Brier_grade_any_htn,0.17209976516098188
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,handan,Brier_grade_any_htn,0.17543022414005205
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,handan_have_bmi,Brier_grade_any_htn,0.17995451375610613
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hebei,Brier_grade_any_htn,0.09157245914056515
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hfirstALL,Brier_grade_any_htn,0.2980361355457678
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hfirstALL_have_bmi,Brier_grade_any_htn,0.284057836368935
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,internal,Brier_grade_any_htn,0.17194369994090886
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,handan,Brier_grade_any_htn,0.17543022414005205
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,handan_have_bmi,Brier_grade_any_htn,0.17995451375610613
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,hebei,Brier_grade_any_htn,0.09157245914056515
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,hfirstALL,Brier_grade_any_htn,0.2980361355457678
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,hfirstALL_have_bmi,Brier_grade_any_htn,0.284057836368935
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,internal,Brier_grade_any_htn,0.17194369994090886
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_threshold_composite,handan,Brier_grade_any_htn,0.17543022414005205
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_threshold_composite,handan_have_bmi,Brier_grade_any_htn,0.17995451375610613
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_threshold_composite,hebei,Brier_grade_any_htn,0.09157245914056515
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_threshold_composite,hfirstALL,Brier_grade_any_htn,0.2980361355457678
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_threshold_composite,hfirstALL_have_bmi,Brier_grade_any_htn,0.284057836368935
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_threshold_composite,internal,Brier_grade_any_htn,0.17194369994090886
grandBatch128,joint_ce_on,decoder_non_qwk,handan,ECE_stage_any_htn,0.17998390329685135
grandBatch128,joint_ce_on,decoder_non_qwk,handan_have_bmi,ECE_stage_any_htn,0.19347566606752542
grandBatch128,joint_ce_on,decoder_non_qwk,hebei,ECE_stage_any_htn,0.12993354797363282
grandBatch128,joint_ce_on,decoder_non_qwk,hfirstALL,ECE_stage_any_htn,0.3441789144843952
grandBatch128,joint_ce_on,decoder_non_qwk,hfirstALL_have_bmi,ECE_stage_any_htn,0.32609156287949664
grandBatch128,joint_ce_on,decoder_non_qwk,internal,ECE_stage_any_htn,0.11804700326256086
grandBatch128,joint_ce_on,decoder_temp_ev_macro_f1,handan,ECE_stage_any_htn,0.17998390329685135
grandBatch128,joint_ce_on,decoder_temp_ev_macro_f1,handan_have_bmi,ECE_stage_any_htn,0.19347566606752542
grandBatch128,joint_ce_on,decoder_temp_ev_macro_f1,hebei,ECE_stage_any_htn,0.12993354797363282
