experiment_root,experiment_id,lambda_joint_soft_group,decoder_name,cohort,result_path,run_info_path,N,MAE_grade,QWK_grade,MAE_stage,QWK_stage,AUROC_grade_any_htn,AUROC_grade_ge1,AUROC_grade_ge2,AUROC_grade_ge3,AUROC_stage_any_htn,AUROC_stage_ge1,AUROC_stage_ge2,ECE_grade_any_htn,Brier_grade_any_htn,ECE_stage_any_htn,Brier_stage_any_htn,invalid_rate,decoder_mode,decoder_objective,cutpoints,thresholds,used_saved_thresholds,has_val_search,temperature_grade,temperature_stage,QWK_grade_raw,QWK_grade_final,QWK_stage_raw,QWK_stage_final,MAE_grade_raw,MAE_grade_final,MAE_stage_raw,MAE_stage_final,invalid_rate_raw,invalid_rate_final,fused_invalid_rate,mean_alpha_gate,mean_q1,mean_q2,AUC_cond_11_vs12,AUC_cond_21_vs22,v2_disable_legacy_joint,teacher_force_grade_epochs,graph_edge_weights_summary,MAE_grade_fused,QWK_grade_fused,MAE_stage_fused,QWK_stage_fused,ACC_grade_fused,ACC_stage_fused,ACC_joint6_fused,AUROC_grade_any_htn_fused,AUROC_grade_ge2_fused,AUROC_grade_ge3_fused,AUROC_stage_any_htn_fused,AUROC_stage_ge2_fused,mean_gate_g,mean_gate_s,use_stopgrad_grade_for_cond,joint_beta_stage,joint_gamma_cond,cond_pos_weight_g1,cond_pos_weight_g2,embtab_v2lite_grade_fusion,embtab_v2lite_stage_fusion,embtab_v2lite_conditional_stage,embtab_v2lite_stage_soft_label,lpv3_enable_neck,lpv3_joint_aware_sampler,lpv3_sampler_mode,lpv3_sampler_power,lpv3_sampler_cap,lpv3_sampler_boost_11,lpv3_sampler_boost_21,lpv3_stageA_epochs,lpv3_enable_cond_after_epoch,lpv3_enable_soft_joint_after_epoch,delta_QWK_grade_final_minus_raw,delta_QWK_stage_final_minus_raw,delta_MAE_grade_final_minus_raw,delta_MAE_stage_final_minus_raw,delta_invalid_rate_final_minus_raw,delta_QWK_grade_fused_minus_final,delta_QWK_stage_fused_minus_final,delta_MAE_grade_fused_minus_final,delta_MAE_stage_fused_minus_final,delta_AUROC_grade_any_fused_minus_final,delta_AUROC_stage_ge2_fused_minus_final,grade0_recall_final,grade1_recall_final,grade2_recall_final,grade3_recall_final,stage0_recall_final,stage1_recall_final,stage2_recall_final,joint00_recall_final,joint11_recall_final,joint12_recall_final,joint21_recall_final,joint22_recall_final,joint32_recall_final,grade1_recall_fused,grade2_recall_fused,stage1_recall_fused,joint11_recall_fused,joint21_recall_fused,joint22_recall_fused,joint00_recall_fused,joint32_recall_fused,middle_grade_recall_final,middle_stage_recall_final,middle_joint_recall_final,middle_grade_recall_fused,middle_stage_recall_fused,middle_joint_recall_fused,extreme_joint_recall_final,extreme_joint_recall_fused
Finetuning/result_tmp/swin_large_384_ark_plus_mimic_embtab_v2lite_seed42_CORN_tuneS1_grandBatch128,grandBatch128,joint_ce_on,decoder_temp_ev_macro_f1,hfirstALL_have_bmi,Finetuning/result_tmp/swin_large_384_ark_plus_mimic_embtab_v2lite_seed42_CORN_tuneS1_grandBatch128/decoder_temp_ev_macro_f1/hfirstALL_have_bmi/result.txt,Finetuning/result_tmp/swin_large_384_ark_plus_mimic_embtab_v2lite_seed42_CORN_tuneS1_grandBatch128/decoder_temp_ev_macro_f1/hfirstALL_have_bmi/run_info.txt,203,1.477833,0.095117,0.783251,0.239316,0.6310692853246045,0.6310692853246045,0.636231884057971,0.590118577075099,0.6254773595199127,0.6254773595199127,0.6929765886287627,0.2859541685710399,0.2602668349909444,0.32609156287949664,0.28798201979781346,0.09852216748768473,temp_ev,macro_f1,"{'grade': [0.78, 1.68, 1.92], 'stage': [0.7000000000000001, 0.86]}",,False,True,0.65,1.1,0.0951542037229639,0.09511707867306307,0.11837274195917169,0.23931623931623935,1.625615763546798,1.477832512315271,1.064039408866995,0.7832512315270936,0.10837438423645321,0.09852216748768473,0.0,1.0,0.621963381767273,0.609764039516449,0.8571428571428572,0.717948717948718,True,0 / not_used_in_v2_patch1,"{'00_11': 1.0, '11_21': 0.6, '11_12': 1.2, '21_22': 0.8, '12_22': 0.7, '22_32': 1.5}",1.6157635467980296,0.08174404486897091,1.1822660098522169,0.07280276816608999,0.30049261083743845,0.3645320197044335,0.30049261083743845,0.6305237315875614,0.6352285395763657,0.5979249011857707,0.6305237315875614,0.691638795986622,0.5226487517356873,0.5674892663955688,True,0.5,0.6,8.0,12.0,residual_gated,residual_gated,True,False,False,False,joint_inv_freq,0.5,5.0,2.0,4.0,5,3,10,-3.712504990083243e-05,0.12094349735706766,-0.14778325123152714,-0.28078817733990147,-0.009852216748768475,-0.01337303380409216,-0.16651347115014936,0.13793103448275867,0.3990147783251232,-0.0005455537370431252,-0.0013377926421406228,0.7021276595744681,0.3333333333333333,0.1,0.011363636363636364,0.574468085106383,0.1111111111111111,0.5,0.574468085106383,0.0,0.45454545454545453,0.0,0.1282051282051282,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.8723404255319149,0.22727272727272727,0.21666666666666667,0.1111111111111111,0.04273504273504273,0.0,0.0,0.0,0.2929158607350097,0.5498065764023211
Finetuning/result_tmp/swin_large_384_ark_plus_mimic_embtab_v2lite_seed42_CORN_tuneS1_grandBatch128,grandBatch128,joint_ce_on,decoder_temp_ev_macro_f1,internal,Finetuning/result_tmp/swin_large_384_ark_plus_mimic_embtab_v2lite_seed42_CORN_tuneS1_grandBatch128/decoder_temp_ev_macro_f1/internal/result.txt,Finetuning/result_tmp/swin_large_384_ark_plus_mimic_embtab_v2lite_seed42_CORN_tuneS1_grandBatch128/decoder_temp_ev_macro_f1/internal/run_info.txt,3881,0.642618,0.375123,0.494203,0.508965,0.8046675648727966,0.8046675648727966,0.6878755083635374,0.6916195929439508,0.8029058945483407,0.8029058945483407,0.8034982394289758,0.07927424383667196,0.17209976516098188,0.11804700326256086,0.18289280959133095,0.05179077557330585,temp_ev,macro_f1,"{'grade': [0.78, 1.68, 1.92], 'stage': [0.7000000000000001, 0.86]}",,False,True,0.65,1.1,0.299057441877735,0.375122591536009,0.4410983799199628,0.5089652453920281,0.9708837928368977,0.642617881989178,0.5681525380056687,0.49420252512239116,0.11028085544962639,0.05179077557330585,0.0,1.0,0.5116661190986633,0.381119042634964,0.7519177767570051,0.7666638290627394,True,0 / not_used_in_v2_patch1,"{'00_11': 1.0, '11_21': 0.6, '11_12': 1.2, '21_22': 0.8, '12_22': 0.7, '22_32': 1.5}",1.0350425148157691,0.30155283558584967,0.6482865240917289,0.37896449029405954,0.38649832517392424,0.6511208451430044,0.3857253285235764,0.8036120314428638,0.6848227746864737,0.6853436317537627,0.8036120314428638,0.8039854628065803,0.5264440178871155,0.5951038599014282,True,0.5,0.6,8.0,12.0,residual_gated,residual_gated,True,False,False,False,joint_inv_freq,0.5,5.0,2.0,4.0,5,3,10,0.07606514965827404,0.06786686547206533,-0.3282659108477197,-0.07395001288327752,-0.05849007987632054,-0.07356975595015935,-0.1300007550979686,0.3924246328265911,0.15408399896933778,-0.001055533429932809,0.0004872233776045398,0.6521145975443383,0.6047687861271677,0.1792452830188679,0.14186851211072665,0.6077762619372442,0.11518324607329843,0.7922661870503597,0.602319236016371,0.06428571428571428,0.5570739549839229,0.0,0.18668596237337193,0.14186851211072665,0.09176300578034682,0.004043126684636119,0.0,0.0,0.0,0.004341534008683068,0.8178717598908595,0.5916955017301038,0.3920070345730178,0.11518324607329843,0.08365722555302874,0.04790306623249147,0.0,0.0014471780028943561,0.3720938740635489,0.7047836308104816
Finetuning/result_tmp/swin_large_384_ark_plus_mimic_embtab_v2lite_seed42_CORN_tuneS1_grandBatch128,grandBatch128,joint_ce_on,decoder_temp_threshold_composite,handan,Finetuning/result_tmp/swin_large_384_ark_plus_mimic_embtab_v2lite_seed42_CORN_tuneS1_grandBatch128/decoder_temp_threshold_composite/handan/result.txt,Finetuning/result_tmp/swin_large_384_ark_plus_mimic_embtab_v2lite_seed42_CORN_tuneS1_grandBatch128/decoder_temp_threshold_composite/handan/run_info.txt,506,0.679842,0.163277,0.715415,0.163521,0.7112994815241543,0.7112994815241543,0.6961861481822366,0.5958037825059102,0.7095163635366089,0.7095163635366089,0.7153012863913338,0.22085073319348422,0.18626271812489836,0.17998390329685135,0.16869162744125485,0.13636363636363635,temp_threshold,composite,,"{'grade': [0.99, 0.42, 0.07], 'stage': [0.63, 0.2]}",False,True,0.65,1.1,0.11850731215330312,0.16327720912942323,0.21189832921313068,0.16352061019399178,0.5177865612648221,0.6798418972332015,0.4051383399209486,0.7154150197628458,0.05138339920948617,0.13636363636363635,0.0,1.0,0.6835383176803589,0.6771565675735474,0.8333333333333334,1.0,True,0 / not_used_in_v2_patch1,"{'00_11': 1.0, '11_21': 0.6, '11_12': 1.2, '21_22': 0.8, '12_22': 0.7, '22_32': 1.5}",0.5237154150197628,0.13595706618962422,0.3932806324110672,0.1328624606280424,0.7845849802371542,0.8003952569169961,0.7845849802371542,0.7103119084848983,0.7006442705936493,0.6040189125295509,0.7103119084848983,0.7164014895057549,0.5284448862075806,0.5696017742156982,True,0.5,0.6,8.0,12.0,residual_gated,residual_gated,True,False,False,False,joint_inv_freq,0.5,5.0,2.0,4.0,5,3,10,0.044769896976120105,-0.0483777190191389,0.1620553359683794,0.3102766798418972,0.08498023715415018,-0.027320142939799008,-0.030658149565949366,-0.15612648221343872,-0.32213438735177863,-0.0009875730392560067,0.00110020311442105,0.5393794749403341,0.8,0.10869565217391304,0.0,0.3937947494033413,0.6666666666666666,0.13095238095238096,0.3914081145584726,0.5,0.3333333333333333,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9307875894988067,0.19444444444444445,0.45434782608695656,0.6666666666666666,0.20370370370370372,0.0,0.0,0.0,0.1957040572792363,0.5626160169716256
Finetuning/result_tmp/swin_large_384_ark_plus_mimic_embtab_v2lite_seed42_CORN_tuneS1_grandBatch128,grandBatch128,joint_ce_on,decoder_temp_threshold_composite,handan_have_bmi,Finetuning/result_tmp/swin_large_384_ark_plus_mimic_embtab_v2lite_seed42_CORN_tuneS1_grandBatch128/decoder_temp_threshold_composite/handan_have_bmi/result.txt,Finetuning/result_tmp/swin_large_384_ark_plus_mimic_embtab_v2lite_seed42_CORN_tuneS1_grandBatch128/decoder_temp_threshold_composite/handan_have_bmi/run_info.txt,446,0.695067,0.167531,0.73991,0.164706,0.7164158305462653,0.7164158305462653,0.7013845532336846,0.6057520404197435,0.7178442028985508,0.7178442028985508,0.7249236298292902,0.23584218864483683,0.19365575935628593,0.19347566606752542,0.17403319480215115,0.14798206278026907,temp_threshold,composite,,"{'grade': [0.99, 0.42, 0.07], 'stage': [0.63, 0.2]}",False,True,0.65,1.1,0.12775228061804278,0.1675306468440272,0.22557122932482143,0.1647057693600592,0.5358744394618834,0.695067264573991,0.4192825112107623,0.7399103139013453,0.05829596412556054,0.14798206278026907,0.0,1.0,0.6846922636032104,0.6784714460372925,0.8333333333333334,1.0,True,0 / not_used_in_v2_patch1,"{'00_11': 1.0, '11_21': 0.6, '11_12': 1.2, '21_22': 0.8, '12_22': 0.7, '22_32': 1.5}",0.5426008968609866,0.1462563605524595,0.40582959641255606,0.14242713142587815,0.7757847533632287,0.7937219730941704,0.7757847533632287,0.7159977703455964,0.7068566601784861,0.6165565487757482,0.7159977703455964,0.7243126684636119,0.5268257260322571,0.5665698051452637,True,0.5,0.6,8.0,12.0,residual_gated,residual_gated,True,False,False,False,joint_inv_freq,0.5,5.0,2.0,4.0,5,3,10,0.03977836622598441,-0.060865459964762225,0.15919282511210764,0.320627802690583,0.08968609865470853,-0.02127428629156769,-0.022278637934181056,-0.15246636771300448,-0.33408071748878926,-0.0004180602006689238,-0.0006109613656782864,0.5190217391304348,0.8,0.11904761904761904,0.0,0.36141304347826086,0.6666666666666666,0.14666666666666667,0.358695652173913,0.5,0.3333333333333333,0.0,0.12195121951219512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9211956521739131,0.22580645161290322,0.45952380952380956,0.6666666666666666,0.2073170731707317,0.0,0.0,0.0,0.1793478260869565,0.5735010518934082
Finetuning/result_tmp/swin_large_384_ark_plus_mimic_embtab_v2lite_seed42_CORN_tuneS1_grandBatch128,grandBatch128,joint_ce_on,decoder_temp_threshold_composite,hebei,Finetuning/result_tmp/swin_large_384_ark_plus_mimic_embtab_v2lite_seed42_CORN_tuneS1_grandBatch128/decoder_temp_threshold_composite/hebei/result.txt,Finetuning/result_tmp/swin_large_384_ark_plus_mimic_embtab_v2lite_seed42_CORN_tuneS1_grandBatch128/decoder_temp_threshold_composite/hebei/run_info.txt,200,0.22,0.657556,0.245,0.666667,0.9699322416713722,0.9699322416713722,0.9476506639427987,0.9487179487179487,0.9737436476566911,0.9737436476566911,0.9649184975194898,0.13856078356504442,0.08876259345649215,0.12993354797363282,0.09483131484129168,0.045,temp_threshold,composite,,"{'grade': [0.99, 0.42, 0.07], 'stage': [0.63, 0.2]}",False,True,0.65,1.1,0.3646688406611941,0.657555964233623,0.41176470588235303,0.6666666666666667,0.325,0.22,0.29,0.245,0.03,0.045,0.0,1.0,0.7835639715194702,0.8169721961021423,0.6643356643356644,0.1875,True,0 / not_used_in_v2_patch1,"{'00_11': 1.0, '11_21': 0.6, '11_12': 1.2, '21_22': 0.8, '12_22': 0.7, '22_32': 1.5}",0.32,0.4043428818974387,0.33,0.27184466019417486,0.785,0.805,0.785,0.9717673630717109,0.9525025536261491,0.9548717948717949,0.9717673630717109,0.9624379872430899,0.5475285649299622,0.5852903127670288,True,0.5,0.6,8.0,12.0,residual_gated,residual_gated,True,False,False,False,joint_inv_freq,0.5,5.0,2.0,4.0,5,3,10,0.29288712357242885,0.2549019607843137,-0.10500000000000001,-0.044999999999999984,0.015,-0.2532130823361842,-0.3948220064724919,0.1,0.08500000000000002,0.0018351214003387017,-0.002480510276399839,0.948051948051948,0.625,0.0,0.0,0.922077922077922,0.75,0.08823529411764706,0.922077922077922,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.3125,0.75,0.15151515151515152,0.0,0.0,0.0,0.461038961038961,0.8
Finetuning/result_tmp/swin_large_384_ark_plus_mimic_embtab_v2lite_seed42_CORN_tuneS1_grandBatch128,grandBatch128,joint_ce_on,decoder_temp_threshold_composite,hfirstALL,Finetuning/result_tmp/swin_large_384_ark_plus_mimic_embtab_v2lite_seed42_CORN_tuneS1_grandBatch128/decoder_temp_threshold_composite/hfirstALL/result.txt,Finetuning/result_tmp/swin_large_384_ark_plus_mimic_embtab_v2lite_seed42_CORN_tuneS1_grandBatch128/decoder_temp_threshold_composite/hfirstALL/run_info.txt,221,1.38009,0.098972,0.886878,0.128462,0.6251441753171857,0.6251441753171857,0.6262062440870387,0.5721804511278195,0.6200692041522491,0.6200692041522491,0.6747417840375588,0.3045877711805284,0.2742643470331911,0.3441789144843952,0.3026441369272258,0.13574660633484162,temp_threshold,composite,,"{'grade': [0.99, 0.42, 0.07], 'stage': [0.63, 0.2]}",False,True,0.65,1.1,0.08682565408659415,0.09897160938736049,0.11173633440514474,0.12846230281952553,1.6470588235294117,1.3800904977375565,1.085972850678733,0.8868778280542986,0.10407239819004525,0.13574660633484162,0.0,1.0,0.6284409165382385,0.61797034740448,0.8295454545454546,0.7102272727272727,True,0 / not_used_in_v2_patch1,"{'00_11': 1.0, '11_21': 0.6, '11_12': 1.2, '21_22': 0.8, '12_22': 0.7, '22_32': 1.5}",1.6334841628959276,0.07533884879422637,1.1945701357466063,0.07050602728838262,0.29411764705882354,0.3574660633484163,0.29411764705882354,0.6249134948096885,0.6236518448438978,0.579281537176274,0.6249134948096885,0.6731455399061033,0.5239824652671814,0.5693567395210266,True,0.5,0.6,8.0,12.0,residual_gated,residual_gated,True,False,False,False,joint_inv_freq,0.5,5.0,2.0,4.0,5,3,10,0.012145955300766342,0.016725968414380787,-0.26696832579185514,-0.19909502262443435,0.031674208144796365,-0.023632760593134128,-0.05795627553114291,0.25339366515837103,0.3076923076923077,-0.00023068050749719404,-0.0015962441314555376,0.45098039215686275,0.5789473684210527,0.10714285714285714,0.0,0.29411764705882354,0.65,0.17333333333333334,0.27450980392156865,0.375,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8823529411764706,0.21052631578947367,0.3430451127819549,0.65,0.17045454545454544,0.0,0.0,0.0,0.13725490196078433,0.5464396284829721
Finetuning/result_tmp/swin_large_384_ark_plus_mimic_embtab_v2lite_seed42_CORN_tuneS1_grandBatch128,grandBatch128,joint_ce_on,decoder_temp_threshold_composite,hfirstALL_have_bmi,Finetuning/result_tmp/swin_large_384_ark_plus_mimic_embtab_v2lite_seed42_CORN_tuneS1_grandBatch128/decoder_temp_threshold_composite/hfirstALL_have_bmi/result.txt,Finetuning/result_tmp/swin_large_384_ark_plus_mimic_embtab_v2lite_seed42_CORN_tuneS1_grandBatch128/decoder_temp_threshold_composite/hfirstALL_have_bmi/run_info.txt,203,1.359606,0.114482,0.866995,0.137282,0.6310692853246045,0.6310692853246045,0.636231884057971,0.590118577075099,0.6254773595199127,0.6254773595199127,0.6929765886287627,0.2859541685710399,0.2602668349909444,0.32609156287949664,0.28798201979781346,0.14285714285714285,temp_threshold,composite,,"{'grade': [0.99, 0.42, 0.07], 'stage': [0.63, 0.2]}",False,True,0.65,1.1,0.0951542037229639,0.1144820347988651,0.11837274195917169,0.13728165938864623,1.625615763546798,1.3596059113300492,1.064039408866995,0.8669950738916257,0.10837438423645321,0.14285714285714285,0.0,1.0,0.621963381767273,0.609764039516449,0.8571428571428572,0.717948717948718,True,0 / not_used_in_v2_patch1,"{'00_11': 1.0, '11_21': 0.6, '11_12': 1.2, '21_22': 0.8, '12_22': 0.7, '22_32': 1.5}",1.6157635467980296,0.08174404486897091,1.1822660098522169,0.07280276816608999,0.30049261083743845,0.3645320197044335,0.30049261083743845,0.6305237315875614,0.6352285395763657,0.5979249011857707,0.6305237315875614,0.691638795986622,0.5226487517356873,0.5674892663955688,True,0.5,0.6,8.0,12.0,residual_gated,residual_gated,True,False,False,False,joint_inv_freq,0.5,5.0,2.0,4.0,5,3,10,0.019327831075901192,0.018908917429474537,-0.2660098522167489,-0.19704433497536944,0.03448275862068964,-0.032737989929894185,-0.06447889122255623,0.2561576354679804,0.3152709359605912,-0.0005455537370431252,-0.0013377926421406228,0.425531914893617,0.5555555555555556,0.12,0.0,0.23404255319148937,0.6111111111111112,0.18840579710144928,0.23404255319148937,0.2857142857142857,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8723404255319149,0.22727272727272727,0.3377777777777778,0.6111111111111112,0.14652014652014653,0.0,0.0,0.0,0.11702127659574468,0.5498065764023211
Finetuning/result_tmp/swin_large_384_ark_plus_mimic_embtab_v2lite_seed42_CORN_tuneS1_grandBatch128,grandBatch128,joint_ce_on,decoder_temp_threshold_composite,internal,Finetuning/result_tmp/swin_large_384_ark_plus_mimic_embtab_v2lite_seed42_CORN_tuneS1_grandBatch128/decoder_temp_threshold_composite/internal/result.txt,Finetuning/result_tmp/swin_large_384_ark_plus_mimic_embtab_v2lite_seed42_CORN_tuneS1_grandBatch128/decoder_temp_threshold_composite/internal/run_info.txt,3881,0.626127,0.388525,0.578201,0.492244,0.8046675648727966,0.8046675648727966,0.6878755083635374,0.6916195929439508,0.8029058945483407,0.8029058945483407,0.8034982394289758,0.07927424383667196,0.17209976516098188,0.11804700326256086,0.18289280959133095,0.05694408657562484,temp_threshold,composite,,"{'grade': [0.99, 0.42, 0.07], 'stage': [0.63, 0.2]}",False,True,0.65,1.1,0.299057441877735,0.3885254659057098,0.4410983799199628,0.4922437271112665,0.9708837928368977,0.6261272867817573,0.5681525380056687,0.5782014944601906,0.11028085544962639,0.05694408657562484,0.0,1.0,0.5116661190986633,0.381119042634964,0.7519177767570051,0.7666638290627394,True,0 / not_used_in_v2_patch1,"{'00_11': 1.0, '11_21': 0.6, '11_12': 1.2, '21_22': 0.8, '12_22': 0.7, '22_32': 1.5}",1.0350425148157691,0.30155283558584967,0.6482865240917289,0.37896449029405954,0.38649832517392424,0.6511208451430044,0.3857253285235764,0.8036120314428638,0.6848227746864737,0.6853436317537627,0.8036120314428638,0.8039854628065803,0.5264440178871155,0.5951038599014282,True,0.5,0.6,8.0,12.0,residual_gated,residual_gated,True,False,False,False,joint_inv_freq,0.5,5.0,2.0,4.0,5,3,10,0.08946802402797482,0.0511453471913037,-0.3447565060551404,0.010048956454521973,-0.05333676887400155,-0.08697263031986013,-0.11327923681720697,0.4089152280340118,0.07008502963153829,-0.001055533429932809,0.0004872233776045398,0.5225102319236017,0.5867052023121387,0.37331536388140163,0.0,0.4665757162346521,0.5863874345549738,0.5278776978417267,0.4529331514324693,0.5,0.18569131832797428,0.058823529411764705,0.3719247467438495,0.0,0.09176300578034682,0.004043126684636119,0.0,0.0,0.0,0.004341534008683068,0.8178717598908595,0.5916955017301038,0.4800102830967702,0.5863874345549738,0.3102494253852048,0.04790306623249147,0.0,0.0014471780028943561,0.22646657571623466,0.7047836308104816
Finetuning/result_tmp/swin_large_384_ark_plus_mimic_embtab_v2lite_seed42_CORN_tuneS1_grandBatch128_jointsoft_00,grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,handan,Finetuning/result_tmp/swin_large_384_ark_plus_mimic_embtab_v2lite_seed42_CORN_tuneS1_grandBatch128_jointsoft_00/decoder_non_qwk/handan/result.txt,Finetuning/result_tmp/swin_large_384_ark_plus_mimic_embtab_v2lite_seed42_CORN_tuneS1_grandBatch128_jointsoft_00/decoder_non_qwk/handan/run_info.txt,506,0.505929,0.151671,0.401186,0.25407,0.7142896332263463,0.7142896332263463,0.7041244822825588,0.6149527186761229,0.7134666556936329,0.7134666556936329,0.7233694425637553,0.18891804644712817,0.17543022414005205,0.14155329216139123,0.15828717383433036,0.06521739130434782,non,qwk,,,False,False,,,0.15167123675054417,0.15167123675054417,0.2540695164865715,0.2540695164865715,0.5059288537549407,0.5059288537549407,0.40118577075098816,0.40118577075098816,0.06521739130434782,0.06521739130434782,0.0,1.0,0.7430502772331238,0.7064527273178101,0.8333333333333334,0.9777777777777777,True,0 / not_used_in_v2_patch1,"{'00_11': 1.0, '11_21': 0.6, '11_12': 1.2, '21_22': 0.8, '12_22': 0.7, '22_32': 1.5}",0.5335968379446641,0.1778588640275388,0.3893280632411067,0.18432184173421162,0.7786561264822134,0.8023715415019763,0.7786561264822134,0.7130003017584288,0.7075759318913944,0.6227541371158392,0.7130003017584288,0.7219589257503949,0.5093984007835388,0.5554514527320862,True,0.5,0.6,8.0,12.0,residual_gated,residual_gated,True,False,False,False,joint_inv_freq,0.5,5.0,2.0,4.0,5,3,10,0.0,0.0,0.0,0.0,0.0,0.02618762727699464,-0.06974767475235988,0.027667984189723382,-0.011857707509881465,-0.0012893314679175427,-0.0014105168133604629,0.9379474940334129,0.0,0.0,0.16666666666666666,0.8902147971360382,0.0,0.35714285714285715,0.8902147971360382,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.9212410501193318,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.5284407319013524,0.5717316361707769
Finetuning/result_tmp/swin_large_384_ark_plus_mimic_embtab_v2lite_seed42_CORN_tuneS1_grandBatch128_jointsoft_00,grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,handan_have_bmi,Finetuning/result_tmp/swin_large_384_ark_plus_mimic_embtab_v2lite_seed42_CORN_tuneS1_grandBatch128_jointsoft_00/decoder_non_qwk/handan_have_bmi/result.txt,Finetuning/result_tmp/swin_large_384_ark_plus_mimic_embtab_v2lite_seed42_CORN_tuneS1_grandBatch128_jointsoft_00/decoder_non_qwk/handan_have_bmi/run_info.txt,446,0.515695,0.168569,0.40583,0.270624,0.7193422519509476,0.7193422519509476,0.711447353924125,0.6237077341624563,0.7192028985507246,0.7192028985507246,0.7302425876010782,0.19982064478600503,0.17995451375610613,0.15177943928359336,0.16179450943726637,0.06726457399103139,non,qwk,,,False,False,,,0.16856852333069716,0.16856852333069716,0.2706243565565183,0.2706243565565183,0.515695067264574,0.515695067264574,0.40582959641255606,0.40582959641255606,0.06726457399103139,0.06726457399103139,0.0,1.0,0.7481610178947449,0.7143463492393494,0.8333333333333334,0.975609756097561,True,0 / not_used_in_v2_patch1,"{'00_11': 1.0, '11_21': 0.6, '11_12': 1.2, '21_22': 0.8, '12_22': 0.7, '22_32': 1.5}",0.5336322869955157,0.20469841123753219,0.38789237668161436,0.21038722398290477,0.7757847533632287,0.8026905829596412,0.7757847533632287,0.71875,0.7147893789709501,0.6333462883793237,0.71875,0.7291644204851753,0.5076794624328613,0.5552423596382141,True,0.5,0.6,8.0,12.0,residual_gated,residual_gated,True,False,False,False,joint_inv_freq,0.5,5.0,2.0,4.0,5,3,10,0.0,0.0,0.0,0.0,0.0,0.03612988790683502,-0.06023713257361352,0.017937219730941645,-0.0179372197309417,-0.0005922519509475865,-0.0010781671159029171,0.9320652173913043,0.0,0.0,0.1935483870967742,0.8831521739130435,0.0,0.38666666666666666,0.8831521739130435,0.0,0.0,0.0,0.0,0.1935483870967742,0.0,0.0,0.0,0.0,0.0,0.0,0.9184782608695652,0.25806451612903225,0.0,0.0,0.0,0.0,0.0,0.0,0.5383502805049089,0.5882713884992987
Finetuning/result_tmp/swin_large_384_ark_plus_mimic_embtab_v2lite_seed42_CORN_tuneS1_grandBatch128_jointsoft_00,grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hebei,Finetuning/result_tmp/swin_large_384_ark_plus_mimic_embtab_v2lite_seed42_CORN_tuneS1_grandBatch128_jointsoft_00/decoder_non_qwk/hebei/result.txt,Finetuning/result_tmp/swin_large_384_ark_plus_mimic_embtab_v2lite_seed42_CORN_tuneS1_grandBatch128_jointsoft_00/decoder_non_qwk/hebei/run_info.txt,200,0.315,0.398403,0.3,0.380734,0.9662619988706945,0.9662619988706945,0.9530132788559754,0.9600000000000001,0.969932241671372,0.969932241671372,0.9590715804394047,0.11661399573087693,0.09157245914056515,0.13331501603126528,0.10095004424683751,0.025,non,qwk,,,False,False,,,0.3984032385021927,0.3984032385021927,0.3807339449541285,0.3807339449541285,0.315,0.315,0.3,0.3,0.025,0.025,0.0,1.0,0.8348114490509033,0.8354036211967468,0.6223776223776224,0.25,True,0 / not_used_in_v2_patch1,"{'00_11': 1.0, '11_21': 0.6, '11_12': 1.2, '21_22': 0.8, '12_22': 0.7, '22_32': 1.5}",0.31,0.43683327015757845,0.33,0.27184466019417486,0.785,0.805,0.785,0.9669678147939017,0.9558222676200204,0.962051282051282,0.9669678147939017,0.9576541459957477,0.5243533849716187,0.5615430474281311,True,0.5,0.6,8.0,12.0,residual_gated,residual_gated,True,False,False,False,joint_inv_freq,0.5,5.0,2.0,4.0,5,3,10,0.0,0.0,0.0,0.0,0.0,0.03843003165538572,-0.10888928475995363,-0.0050000000000000044,0.030000000000000027,0.0007058159232071759,-0.0014174344436569397,1.0,0.0,0.0,0.6,1.0,0.0,0.29411764705882354,1.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8
